Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Douglas,Arizona,2601,US-Mexico Border,May 2025,Buses,14,31.334,-109.56,POINT (-109.560344 31.334043)
Tornillo,Texas,2404,US-Mexico Border,May 2025,Personal Vehicles,63560,31.435,-106.143,POINT (-106.142669 31.435334)
Algonac,Michigan,3814,US-Canada Border,May 2025,Personal Vehicles,2203,42.618,-82.531,POINT (-82.5311 42.6183)
Buffalo Niagara Falls,New York,901,US-Canada Border,May 2025,Personal Vehicle Passengers,595607,43.095,-79.056,POINT (-79.055847 43.09549)
Eastport,Idaho,3302,US-Canada Border,May 2025,Personal Vehicle Passengers,10737,49.001,-116.181,POINT (-116.181027 49.000555)
Norton,Vermont,211,US-Canada Border,May 2025,Truck Containers Empty,186,45.011,-71.793,POINT (-71.793219 45.010771)
Lukeville,Arizona,2602,US-Mexico Border,May 2025,Bus Passengers,368,31.88,-112.817,POINT (-112.817077 31.880195)
Portal,North Dakota,3403,US-Canada Border,May 2025,Trains,137,48.999,-102.552,POINT (-102.551944 48.998944)
St John,North Dakota,3405,US-Canada Border,May 2025,Truck Containers Empty,17,48.999,-99.659,POINT (-99.659111 48.999277)
Tecate,California,2505,US-Mexico Border,May 2025,Personal Vehicles,82628,32.576,-116.626,POINT (-116.626216 32.576428)
Turner,Montana,3306,US-Canada Border,May 2025,Personal Vehicles,309,49.0,-108.388,POINT (-108.387916 48.999527)
Derby Line,Vermont,209,US-Canada Border,May 2025,Trucks,6584,45.006,-72.099,POINT (-72.099279 45.005739)
Rio Grande City,Texas,2307,US-Mexico Border,May 2025,Pedestrians,6936,26.366,-98.803,POINT (-98.802513 26.365761)
Blaine,Washington,3004,US-Canada Border,May 2025,Truck Containers Empty,10281,48.994,-122.749,POINT (-122.748884 48.994045)
Highgate Springs,Vermont,212,US-Canada Border,May 2025,Trucks,7671,45.015,-73.085,POINT (-73.085037 45.015414)
Port Huron,Michigan,3802,US-Canada Border,May 2025,Rail Containers Loaded,17074,42.999,-82.424,POINT (-82.423611 42.998611)
Hansboro,North Dakota,3415,US-Canada Border,May 2025,Personal Vehicles,309,49.0,-99.347,POINT (-99.346527 48.999583)
Vanceboro,Maine,105,US-Canada Border,May 2025,Train Passengers,76,45.569,-67.429,POINT (-67.428541 45.568761)
Port Angeles,Washington,3007,US-Canada Border,May 2025,Bus Passengers,18,48.122,-123.431,POINT (-123.430694 48.121858)
Calexico East,California,2507,US-Mexico Border,May 2025,Rail Containers Loaded,35,32.673,-115.388,POINT (-115.388018 32.673389)
Nogales,Arizona,2604,US-Mexico Border,May 2025,Rail Containers Empty,3419,31.333,-110.943,POINT (-110.942516 31.332839)
Scobey,Montana,3309,US-Canada Border,May 2025,Trucks,41,49.0,-105.408,POINT (-105.407638 48.999527)
Sarles,North Dakota,3409,US-Canada Border,May 2025,Trucks,36,49.0,-98.938,POINT (-98.938361 49.000027)
Calais,Maine,115,US-Canada Border,May 2025,Trains,8,45.189,-67.275,POINT (-67.275381 45.188548)
Raymond,Montana,3301,US-Canada Border,May 2025,Buses,1,48.999,-104.574,POINT (-104.574333 48.999194)
Fort Fairfield,Maine,107,US-Canada Border,May 2025,Personal Vehicle Passengers,7572,46.765,-67.789,POINT (-67.789471 46.765323)
Santa Teresa,New Mexico,2408,US-Mexico Border,May 2025,Buses,39,31.784,-106.679,POINT (-106.679437 31.783939)
Sumas,Washington,3009,US-Canada Border,May 2025,Trains,22,49.002,-122.265,POINT (-122.264805 49.002388)
Richford,Vermont,203,US-Canada Border,May 2025,Truck Containers Empty,118,45.012,-72.589,POINT (-72.588559 45.01174)
Frontier,Washington,3020,US-Canada Border,May 2025,Personal Vehicle Passengers,3437,49.0,-117.832,POINT (-117.831527 49.0005)
Carbury,North Dakota,3421,US-Canada Border,May 2025,Personal Vehicle Passengers,770,48.999,-100.556,POINT (-100.555805 48.999416)
Noonan,North Dakota,3420,US-Canada Border,May 2025,Personal Vehicle Passengers,1980,48.999,-103.004,POINT (-103.004361 48.999333)
Sweetgrass,Montana,3310,US-Canada Border,May 2025,Rail Containers Empty,1035,48.998,-111.96,POINT (-111.959611 48.998388)
San Luis,Arizona,2608,US-Mexico Border,May 2025,Buses,3,32.485,-114.782,POINT (-114.7822222 32.485)
Madawaska,Maine,109,US-Canada Border,May 2025,Pedestrians,107,47.36,-68.329,POINT (-68.328684 47.360052)
Blaine,Washington,3004,US-Canada Border,May 2025,Rail Containers Loaded,7346,48.994,-122.749,POINT (-122.748884 48.994045)
Laurier,Washington,3016,US-Canada Border,May 2025,Train Passengers,3,49.0,-118.224,POINT (-118.223777 49.000083)
Baudette,Minnesota,3424,US-Canada Border,May 2025,Personal Vehicle Passengers,18713,48.719,-94.59,POINT (-94.590467 48.719109)
International Falls,Minnesota,3604,US-Canada Border,May 2025,Buses,3,48.608,-93.401,POINT (-93.401355 48.6078)
Douglas,Arizona,2601,US-Mexico Border,May 2025,Personal Vehicles,134337,31.334,-109.56,POINT (-109.560344 31.334043)
Willow Creek,Montana,3325,US-Canada Border,May 2025,Personal Vehicles,181,49.0,-109.731,POINT (-109.731333 48.999972)
Neche,North Dakota,3404,US-Canada Border,May 2025,Personal Vehicle Passengers,2038,49.001,-97.557,POINT (-97.557333 49.000527)
Ogdensburg,New York,701,US-Canada Border,May 2025,Personal Vehicle Passengers,25403,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Eastport,Maine,103,US-Canada Border,May 2025,Personal Vehicles,9308,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Bridgewater,Maine,127,US-Canada Border,May 2025,Personal Vehicle Passengers,2651,46.45,-67.785,POINT (-67.78484 46.450335)
Champlain Rouses Point,New York,712,US-Canada Border,May 2025,Trucks,21640,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Walhalla,North Dakota,3407,US-Canada Border,May 2025,Personal Vehicles,1604,49.0,-97.908,POINT (-97.908416 49.000472)
Oroville,Washington,3019,US-Canada Border,May 2025,Personal Vehicles,8330,49.0,-119.462,POINT (-119.461833 49.000083)
Eagle Pass,Texas,2303,US-Mexico Border,May 2025,Rail Containers Loaded,23275,28.705,-100.512,POINT (-100.511977 28.705483)
Del Rio,Texas,2302,US-Mexico Border,May 2025,Trucks,6656,29.327,-100.928,POINT (-100.927612 29.326784)
Pembina,North Dakota,3401,US-Canada Border,May 2025,Train Passengers,146,49.0,-97.237,POINT (-97.237036 49.000453)
Baudette,Minnesota,3424,US-Canada Border,May 2025,Buses,1,48.719,-94.59,POINT (-94.590467 48.719109)
Alexandria Bay,New York,708,US-Canada Border,May 2025,Truck Containers Empty,2090,44.347,-75.984,POINT (-75.983592 44.347229)
Buffalo Niagara Falls,New York,901,US-Canada Border,May 2025,Rail Containers Loaded,6916,43.095,-79.056,POINT (-79.055847 43.09549)
Skagway,Alaska,3103,US-Canada Border,May 2025,Trucks,181,59.63,-135.164,POINT (-135.164444 59.629722)
Lancaster,Minnesota,3430,US-Canada Border,May 2025,Trucks,247,49.0,-96.801,POINT (-96.800527 49.000194)
Columbus,New Mexico,2406,US-Mexico Border,May 2025,Personal Vehicles,36750,31.784,-107.628,POINT (-107.627948 31.783742)
Bridgewater,Maine,127,US-Canada Border,May 2025,Trucks,501,46.45,-67.785,POINT (-67.78484 46.450335)
Northgate,North Dakota,3406,US-Canada Border,May 2025,Truck Containers Empty,239,48.999,-102.275,POINT (-102.27475 48.998833)
Hidalgo,Texas,2305,US-Mexico Border,May 2025,Bus Passengers,15296,26.095,-98.271,POINT (-98.271092 26.095032)
Highgate Springs,Vermont,212,US-Canada Border,May 2025,Rail Containers Loaded,575,45.015,-73.085,POINT (-73.085037 45.015414)
Point Roberts,Washington,3017,US-Canada Border,May 2025,Pedestrians,491,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Roosville,Montana,3318,US-Canada Border,May 2025,Personal Vehicles,8073,49.0,-115.056,POINT (-115.056027 48.999638)
Fort Kent,Maine,110,US-Canada Border,May 2025,Pedestrians,41,47.249,-68.604,POINT (-68.603918 47.249206)
Progreso,Texas,2309,US-Mexico Border,May 2025,Personal Vehicle Passengers,275678,26.062,-97.95,POINT (-97.949958 26.062133)
Jackman,Maine,104,US-Canada Border,May 2025,Personal Vehicle Passengers,12782,45.806,-70.397,POINT (-70.396722 45.805661)
Norton,Vermont,211,US-Canada Border,May 2025,Rail Containers Loaded,357,45.011,-71.793,POINT (-71.793219 45.010771)
Naco,Arizona,2603,US-Mexico Border,May 2025,Pedestrians,8480,31.334,-109.948,POINT (-109.948413 31.334084)
Sault Sainte Marie,Michigan,3803,US-Canada Border,May 2025,Train Passengers,62,46.509,-84.361,POINT (-84.360833 46.508611)
Sarles,North Dakota,3409,US-Canada Border,May 2025,Personal Vehicle Passengers,268,49.0,-98.938,POINT (-98.938361 49.000027)
Calais,Maine,115,US-Canada Border,May 2025,Pedestrians,431,45.189,-67.275,POINT (-67.275381 45.188548)
Fortuna,North Dakota,3417,US-Canada Border,May 2025,Truck Containers Empty,52,49.0,-103.809,POINT (-103.80925 48.999555)
Lancaster,Minnesota,3430,US-Canada Border,May 2025,Personal Vehicle Passengers,2186,49.0,-96.801,POINT (-96.800527 49.000194)
Detroit,Michigan,3801,US-Canada Border,May 2025,Trains,142,42.332,-83.048,POINT (-83.047924 42.331685)
Laurier,Washington,3016,US-Canada Border,May 2025,Personal Vehicle Passengers,2371,49.0,-118.224,POINT (-118.223777 49.000083)
Van Buren,Maine,108,US-Canada Border,May 2025,Trains,29,47.16,-67.931,POINT (-67.930799 47.159645)
Portal,North Dakota,3403,US-Canada Border,May 2025,Truck Containers Empty,1794,48.999,-102.552,POINT (-102.551944 48.998944)
Lukeville,Arizona,2602,US-Mexico Border,May 2025,Pedestrians,6720,31.88,-112.817,POINT (-112.817077 31.880195)
Point Roberts,Washington,3017,US-Canada Border,May 2025,Bus Passengers,520,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Otay Mesa,California,2506,US-Mexico Border,May 2025,Truck Containers Empty,21752,32.55,-116.939,POINT (-116.938538 32.55033)
Blaine,Washington,3004,US-Canada Border,May 2025,Pedestrians,3433,48.994,-122.749,POINT (-122.748884 48.994045)
Eagle Pass,Texas,2303,US-Mexico Border,May 2025,Personal Vehicle Passengers,459498,28.705,-100.512,POINT (-100.511977 28.705483)
International Falls,Minnesota,3604,US-Canada Border,May 2025,Personal Vehicles,16943,48.608,-93.401,POINT (-93.401355 48.6078)
Detroit,Michigan,3801,US-Canada Border,May 2025,Personal Vehicle Passengers,475540,42.332,-83.048,POINT (-83.047924 42.331685)
Beecher Falls,Vermont,206,US-Canada Border,May 2025,Personal Vehicle Passengers,4636,45.013,-71.505,POINT (-71.505309 45.013411)
Boundary,Washington,3015,US-Canada Border,May 2025,Trains,22,49.001,-117.628,POINT (-117.627583 49.00075)
Otay Mesa,California,2506,US-Mexico Border,May 2025,Personal Vehicle Passengers,834251,32.55,-116.939,POINT (-116.938538 32.55033)
El Paso,Texas,2402,US-Mexico Border,May 2025,Bus Passengers,17951,31.764,-106.451,POINT (-106.451188 31.764363)
Eastport,Maine,103,US-Canada Border,May 2025,Bus Passengers,72,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Antler,North Dakota,3413,US-Canada Border,May 2025,Truck Containers Empty,51,48.999,-101.296,POINT (-101.296055 48.999472)
Piegan,Montana,3316,US-Canada Border,May 2025,Pedestrians,543,48.998,-113.379,POINT (-113.378777 48.998083)
Jackman,Maine,104,US-Canada Border,May 2025,Personal Vehicles,6927,45.806,-70.397,POINT (-70.396722 45.805661)
Northgate,North Dakota,3406,US-Canada Border,May 2025,Personal Vehicles,487,48.999,-102.275,POINT (-102.27475 48.998833)
Trout River,New York,715,US-Canada Border,May 2025,Personal Vehicle Passengers,12195,44.992,-74.308,POINT (-74.308172 44.992058)
Skagway,Alaska,3103,US-Canada Border,May 2025,Personal Vehicle Passengers,11132,59.63,-135.164,POINT (-135.164444 59.629722)
Laurier,Washington,3016,US-Canada Border,May 2025,Trains,3,49.0,-118.224,POINT (-118.223777 49.000083)
Fort Kent,Maine,110,US-Canada Border,May 2025,Truck Containers Empty,130,47.249,-68.604,POINT (-68.603918 47.249206)
Maida,North Dakota,3416,US-Canada Border,May 2025,Truck Containers Empty,1,49.0,-98.365,POINT (-98.36525 49.00025)
Carbury,North Dakota,3421,US-Canada Border,May 2025,Trucks,10,48.999,-100.556,POINT (-100.555805 48.999416)
Hidalgo,Texas,2305,US-Mexico Border,May 2025,Truck Containers Empty,17616,26.095,-98.271,POINT (-98.271092 26.095032)
Highgate Springs,Vermont,212,US-Canada Border,May 2025,Bus Passengers,6410,45.015,-73.085,POINT (-73.085037 45.015414)
Alexandria Bay,New York,708,US-Canada Border,May 2025,Buses,46,44.347,-75.984,POINT (-75.983592 44.347229)
Laredo,Texas,2304,US-Mexico Border,May 2025,Personal Vehicles,438466,27.5,-99.507,POINT (-99.507412 27.499561)
Dalton Cache,Alaska,3106,US-Canada Border,May 2025,Trucks,74,59.451,-136.362,POINT (-136.361944 59.450556)
Del Rio,Texas,2302,US-Mexico Border,May 2025,Personal Vehicle Passengers,277403,29.327,-100.928,POINT (-100.927612 29.326784)
Metaline Falls,Washington,3025,US-Canada Border,May 2025,Trucks,550,49.0,-117.299,POINT (-117.299444 48.999972)
Roma,Texas,2310,US-Mexico Border,May 2025,Personal Vehicles,78093,26.404,-99.019,POINT (-99.018981 26.403928)
International Falls,Minnesota,3604,US-Canada Border,May 2025,Trucks,1049,48.608,-93.401,POINT (-93.401355 48.6078)
Nogales,Arizona,2604,US-Mexico Border,May 2025,Buses,852,31.333,-110.943,POINT (-110.942516 31.332839)
Buffalo Niagara Falls,New York,901,US-Canada Border,May 2025,Trucks,70059,43.095,-79.056,POINT (-79.055847 43.09549)
El Paso,Texas,2402,US-Mexico Border,May 2025,Rail Containers Loaded,1952,31.764,-106.451,POINT (-106.451188 31.764363)
Point Roberts,Washington,3017,US-Canada Border,May 2025,Trucks,684,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Presidio,Texas,2403,US-Mexico Border,May 2025,Personal Vehicles,62288,29.562,-104.395,POINT (-104.394907 29.561827)
Oroville,Washington,3019,US-Canada Border,May 2025,Personal Vehicle Passengers,14733,49.0,-119.462,POINT (-119.461833 49.000083)
Warroad,Minnesota,3423,US-Canada Border,May 2025,Buses,40,48.999,-95.377,POINT (-95.376555 48.999)
San Ysidro,California,2504,US-Mexico Border,May 2025,Bus Passengers,33549,32.543,-117.029,POINT (-117.028761 32.542528)
Calexico East,California,2507,US-Mexico Border,May 2025,Bus Passengers,87,32.673,-115.388,POINT (-115.388018 32.673389)
Kenneth G Ward,Washington,3023,US-Canada Border,May 2025,Personal Vehicle Passengers,56298,49.002,-122.485,POINT (-122.485027 49.002277)
Pembina,North Dakota,3401,US-Canada Border,May 2025,Personal Vehicles,13192,49.0,-97.237,POINT (-97.237036 49.000453)
Opheim,Montana,3317,US-Canada Border,May 2025,Bus Passengers,1,49.0,-106.378,POINT (-106.377583 48.999527)
Vanceboro,Maine,105,US-Canada Border,May 2025,Personal Vehicles,870,45.569,-67.429,POINT (-67.428541 45.568761)
Port Huron,Michigan,3802,US-Canada Border,May 2025,Rail Containers Empty,25569,42.999,-82.424,POINT (-82.423611 42.998611)
Massena,New York,704,US-Canada Border,May 2025,Personal Vehicles,72638,44.991,-74.74,POINT (-74.739722 44.990556)
Sumas,Washington,3009,US-Canada Border,May 2025,Pedestrians,1109,49.002,-122.265,POINT (-122.264805 49.002388)
Pinecreek,Minnesota,3425,US-Canada Border,May 2025,Personal Vehicle Passengers,294,49.0,-95.978,POINT (-95.977694 48.999916)
Tecate,California,2505,US-Mexico Border,May 2025,Truck Containers Empty,1971,32.576,-116.626,POINT (-116.626216 32.576428)
Santa Teresa,New Mexico,2408,US-Mexico Border,May 2025,Personal Vehicles,52624,31.784,-106.679,POINT (-106.679437 31.783939)
Westhope,North Dakota,3419,US-Canada Border,May 2025,Trucks,93,49.0,-101.017,POINT (-101.017277 48.999611)
Porthill,Idaho,3308,US-Canada Border,May 2025,Trucks,108,49.0,-116.499,POINT (-116.49925 48.999861)
Del Bonita,Montana,3322,US-Canada Border,May 2025,Personal Vehicle Passengers,2033,48.999,-112.788,POINT (-112.78825 48.998555)
Boundary,Washington,3015,US-Canada Border,May 2025,Personal Vehicles,874,49.001,-117.628,POINT (-117.627583 49.00075)
Andrade,California,2502,US-Mexico Border,May 2025,Personal Vehicle Passengers,104513,32.718,-114.728,POINT (-114.72832 32.718143)
Dunseith,North Dakota,3422,US-Canada Border,May 2025,Truck Containers Empty,285,48.999,-100.052,POINT (-100.052166 48.999277)
Ferry,Washington,3013,US-Canada Border,May 2025,Personal Vehicles,714,49.0,-118.761,POINT (-118.761166 49.000083)
Brownsville,Texas,2301,US-Mexico Border,May 2025,Trucks,24149,25.952,-97.401,POINT (-97.40067 25.95155)
Brownsville,Texas,2301,US-Mexico Border,May 2025,Personal Vehicle Passengers,806738,25.952,-97.401,POINT (-97.40067 25.95155)
Eastport,Idaho,3302,US-Canada Border,May 2025,Rail Containers Loaded,11494,49.001,-116.181,POINT (-116.181027 49.000555)
Jackman,Maine,104,US-Canada Border,May 2025,Trains,29,45.806,-70.397,POINT (-70.396722 45.805661)
Portal,North Dakota,3403,US-Canada Border,May 2025,Personal Vehicles,4084,48.999,-102.552,POINT (-102.551944 48.998944)
Rio Grande City,Texas,2307,US-Mexico Border,May 2025,Trucks,2744,26.366,-98.803,POINT (-98.802513 26.365761)
Noonan,North Dakota,3420,US-Canada Border,May 2025,Personal Vehicles,1177,48.999,-103.004,POINT (-103.004361 48.999333)
Trout River,New York,715,US-Canada Border,May 2025,Train Passengers,94,44.992,-74.308,POINT (-74.308172 44.992058)
Calexico,California,2503,US-Mexico Border,May 2025,Pedestrians,253435,32.673,-115.388,POINT (-115.388018 32.673389)
Champlain Rouses Point,New York,712,US-Canada Border,May 2025,Rail Containers Loaded,2902,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Houlton,Maine,106,US-Canada Border,May 2025,Personal Vehicle Passengers,16783,46.135,-67.781,POINT (-67.781288 46.134879)
Grand Portage,Minnesota,3613,US-Canada Border,May 2025,Trucks,1088,48.001,-89.585,POINT (-89.58515 48.001427)
Madawaska,Maine,109,US-Canada Border,May 2025,Truck Containers Empty,871,47.36,-68.329,POINT (-68.328684 47.360052)
Raymond,Montana,3301,US-Canada Border,May 2025,Personal Vehicles,1232,48.999,-104.574,POINT (-104.574333 48.999194)
Metaline Falls,Washington,3025,US-Canada Border,May 2025,Pedestrians,3,49.0,-117.299,POINT (-117.299444 48.999972)
Cross Border Xpress,California,2582,US-Mexico Border,May 2025,Pedestrians,172297,32.548,-116.974,POINT (-116.974462 32.54834)
Port Huron,Michigan,3802,US-Canada Border,May 2025,Trucks,89836,42.999,-82.424,POINT (-82.423611 42.998611)
Neche,North Dakota,3404,US-Canada Border,May 2025,Trucks,338,49.001,-97.557,POINT (-97.557333 49.000527)
Calais,Maine,115,US-Canada Border,May 2025,Personal Vehicle Passengers,49909,45.189,-67.275,POINT (-67.275381 45.188548)
Limestone,Maine,118,US-Canada Border,May 2025,Personal Vehicle Passengers,1117,46.925,-67.79,POINT (-67.789597 46.924555)
Sault Sainte Marie,Michigan,3803,US-Canada Border,May 2025,Buses,9,46.509,-84.361,POINT (-84.360833 46.508611)
Fortuna,North Dakota,3417,US-Canada Border,May 2025,Trucks,81,49.0,-103.809,POINT (-103.80925 48.999555)
Sherwood,North Dakota,3414,US-Canada Border,May 2025,Trucks,212,48.999,-101.628,POINT (-101.627527 48.999305)
Warroad,Minnesota,3423,US-Canada Border,May 2025,Truck Containers Empty,121,48.999,-95.377,POINT (-95.376555 48.999)
Richford,Vermont,203,US-Canada Border,May 2025,Rail Containers Empty,93,45.012,-72.589,POINT (-72.588559 45.01174)
Grand Portage,Minnesota,3613,US-Canada Border,May 2025,Buses,4,48.001,-89.585,POINT (-89.58515 48.001427)
Sweetgrass,Montana,3310,US-Canada Border,May 2025,Trucks,11959,48.998,-111.96,POINT (-111.959611 48.998388)
Richford,Vermont,203,US-Canada Border,May 2025,Trucks,171,45.012,-72.589,POINT (-72.588559 45.01174)
Port Angeles,Washington,3007,US-Canada Border,May 2025,Trucks,29,48.122,-123.431,POINT (-123.430694 48.121858)
Nogales,Arizona,2604,US-Mexico Border,May 2025,Rail Containers Loaded,5752,31.333,-110.943,POINT (-110.942516 31.332839)
Hansboro,North Dakota,3415,US-Canada Border,May 2025,Truck Containers Empty,4,49.0,-99.347,POINT (-99.346527 48.999583)
